UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
375,L68046,L,300.22,311.51,1572,24.88,231,0,0,0,0,0,0
376,L26488,L,302.22,312.4,1438,50.4,123,0,0,0,0,0,0
377,M68841,M,298.13,309.54,1721,19.18,120,1,0,0,1,0,0
378,L10395,L,297.34,308.34,1678,24.43,83,0,0,0,0,0,0
379,M62669,M,297.42,309.97,1216,48.42,208,0,0,0,0,0,0
380,L20845,L,297.66,308.88,1494,47.45,6,0,0,0,0,0,0
381,L46059,L,301.19,313.0,1341,58.47,182,0,0,0,0,0,0
382,M28394,M,297.19,308.29,1307,54.72,111,0,0,0,0,0,0
383,M55906,M,299.4,310.42,1631,48.75,144,0,0,0,0,0,0
384,M69332,M,301.24,313.1,1460,41.04,67,0,0,0,0,0,0
385,M47305,M,300.83,312.2,1509,32.06,35,0,0,0,0,0,0
386,M52628,M,299.23,310.14,1414,52.5,123,0,0,0,0,0,0
387,L31352,L,300.38,311.29,1602,47.97,221,0,0,0,0,0,0
388,L96682,L,300.21,311.45,1657,42.62,0,0,0,0,0,0,0
389,M92971,M,299.55,309.58,1926,34.31,246,0,0,0,0,0,0
390,M61993,M,299.58,309.56,1502,51.41,34,0,0,0,0,0,0
391,H49386,H,304.47,314.0,1274,48.81,75,0,0,0,0,0,0
392,L66624,L,301.62,314.0,1444,39.47,144,0,0,0,0,0,0
393,L67065,L,304.5,314.0,1687,40.11,79,0,0,0,0,0,0
394,M95504,M,299.01,309.04,1396,45.95,155,0,0,0,0,0,0
395,L18539,L,299.83,311.67,1268,55.18,31,0,0,0,0,0,0
396,H11263,H,297.34,308.57,1400,39.58,237,1,1,0,0,0,0
397,M23305,M,298.38,309.76,1439,48.87,182,0,0,0,0,0,0
398,L63817,L,303.8,314.0,1340,51.92,34,0,0,0,0,0,0
399,M34398,M,298.96,309.42,1574,38.34,127,0,0,0,0,0,0
400,M85801,M,303.84,314.0,1521,30.61,18,0,0,0,0,0,0
401,L59107,L,297.51,308.47,1677,44.76,92,0,0,0,0,0,0
402,H42152,H,297.89,307.73,1455,27.47,92,0,0,0,0,0,0
403,L40624,L,299.32,310.33,1635,26.65,242,0,0,0,0,0,0
404,M66132,M,299.87,311.81,1446,41.28,79,0,0,0,0,0,0
405,L62979,L,301.85,312.21,1332,16.05,3,1,0,0,1,0,0
406,M68013,M,300.9,311.75,1437,55.24,148,0,0,0,0,0,0
407,L73797,L,299.17,310.07,1244,46.24,253,1,0,0,0,1,0
408,L61798,L,299.73,310.15,1857,42.73,112,0,0,0,0,0,0
409,H26650,H,299.36,310.74,1561,53.27,114,0,0,0,0,0,0
410,L36014,L,298.17,308.19,1392,39.57,171,0,0,0,0,0,0
411,L86421,L,298.22,310.26,1467,52.22,61,0,0,0,0,0,0
412,H17434,H,302.06,313.38,1168,36.05,128,0,0,0,0,0,0
413,H40028,H,296.34,306.11,1793,35.41,82,0,0,0,0,0,0
414,L76558,L,303.23,314.0,1776,28.45,50,0,0,0,0,0,0
415,M34331,M,299.31,310.18,1554,43.28,115,0,0,0,0,0,0
416,L77573,L,298.45,308.43,1593,43.92,107,0,0,0,0,0,0
417,L84292,L,301.48,313.28,1307,42.09,217,1,1,0,0,0,0
418,L56326,L,302.97,314.0,1320,49.32,203,0,0,0,0,0,0
419,M92979,M,302.24,311.16,1229,57.61,144,0,0,0,0,0,0
420,M14123,M,301.0,311.18,1506,39.83,36,0,0,0,0,0,0
421,M26603,M,302.17,313.15,1726,54.27,219,1,0,0,1,0,0
422,M75941,M,296.57,305.11,1466,37.74,35,0,0,0,0,0,0
423,L52597,L,298.96,309.74,1598,50.71,156,0,0,0,0,0,0
424,L73238,L,298.18,309.04,1711,43.07,68,0,0,0,0,0,0
425,L94238,L,302.45,311.97,1243,24.67,101,1,0,0,1,0,0
426,L52719,L,299.23,310.2,1867,42.14,130,0,0,0,0,0,0
427,L51751,L,301.69,312.4,1743,41.69,142,0,0,0,0,0,0
428,M96978,M,301.07,310.58,1628,36.21,194,0,0,0,0,0,0
429,L27693,L,298.28,309.89,1701,36.78,76,0,0,0,0,0,0
430,L99541,L,298.83,310.36,1710,37.64,196,0,0,0,0,0,0
431,L47697,L,302.59,313.0,1588,48.5,148,0,0,0,0,0,0
432,M39992,M,298.45,308.95,1792,28.67,104,0,0,0,0,0,0
433,M73825,M,300.25,311.68,1454,55.05,22,0,0,0,0,0,0
434,L19522,L,298.43,308.93,1618,25.81,46,0,0,0,0,0,0
435,L55406,L,299.37,308.14,1773,18.1,213,1,1,0,1,0,0
436,M22121,M,299.91,311.09,1168,56.33,33,0,0,0,0,0,0
437,L24219,L,298.43,308.32,1614,46.68,40,0,0,0,0,0,0
438,M11617,M,298.08,308.39,1665,32.86,217,0,0,0,0,0,0
439,M53016,M,300.57,312.73,1227,20.26,46,1,0,0,1,0,0
440,L60672,L,298.31,308.88,1586,22.66,158,0,0,0,0,0,0
441,L34276,L,298.38,309.08,1392,45.65,34,0,0,0,0,0,0
442,H82240,H,298.12,309.33,1606,35.58,134,0,0,0,0,0,0
443,L65735,L,299.84,311.05,1518,49.87,231,1,0,0,0,1,0
444,L27959,L,301.89,311.67,1365,42.75,44,0,0,0,0,0,0
445,M38522,M,303.01,313.65,1735,26.91,56,0,0,0,0,0,0
446,H66087,H,298.55,309.28,1460,42.28,223,0,0,0,0,0,0
447,H19953,H,304.3,314.0,1584,45.37,253,0,0,0,0,0,0
448,M36567,M,297.99,308.98,1772,43.27,116,0,0,0,0,0,0
449,L70523,L,302.17,314.0,1370,40.66,149,0,0,0,0,0,0
450,L72708,L,298.56,308.08,1536,37.92,110,0,0,0,0,0,0
451,M32560,M,298.26,309.94,1446,47.35,69,0,0,0,0,0,0
452,L68390,L,298.51,310.39,1486,31.34,148,0,0,0,0,0,0
453,L78149,L,299.9,311.09,1923,35.28,236,1,1,0,0,0,0
454,H46660,H,301.16,311.21,1617,33.37,102,0,0,0,0,0,0
455,L55104,L,301.34,313.7,1591,35.32,48,0,0,0,0,0,0
456,L67805,L,298.11,306.62,1629,35.19,46,0,0,0,0,0,0
457,L34496,L,298.02,308.04,1612,36.68,100,0,0,0,0,0,0
458,L93301,L,298.17,310.04,1206,70.22,154,0,0,0,0,0,0
459,L13515,L,299.78,310.11,1948,25.96,9,0,0,0,0,0,0
460,L14454,L,299.58,311.88,1271,40.36,85,0,0,0,0,0,0
461,L32873,L,298.1,307.29,1847,42.24,171,0,0,0,0,0,0
462,M83920,M,300.54,310.13,1646,38.67,178,0,0,0,0,0,0
463,M23727,M,304.5,314.0,1568,43.57,145,0,0,0,0,0,0
464,L79070,L,298.99,310.11,1480,28.74,195,0,0,0,0,0,0
465,H59979,H,299.13,309.61,2004,30.35,236,0,0,0,0,0,0
466,L35465,L,301.12,311.33,1644,41.92,98,0,0,0,0,0,0
467,L63900,L,298.88,311.0,1538,30.97,229,0,0,0,0,0,0
468,M69799,M,301.34,313.55,1439,46.08,37,0,0,0,0,0,0
469,L31330,L,298.56,308.85,1417,38.37,35,0,0,0,0,0,0
470,H18302,H,303.66,312.65,1544,31.12,59,0,0,0,0,0,0
471,L88443,L,300.69,309.23,1367,52.51,195,1,0,1,0,0,0
472,H99966,H,298.76,309.7,1657,44.41,236,1,1,0,0,0,0
473,L82717,L,298.82,310.18,1419,41.68,73,0,0,0,0,0,0
474,M22875,M,298.97,309.74,1716,37.15,95,0,0,0,0,0,0
475,L37219,L,302.75,313.37,1712,44.55,73,0,0,0,0,0,0
476,H46182,H,297.46,307.36,1525,33.86,234,0,0,0,0,0,0
477,L90541,L,298.66,310.02,1639,37.99,172,0,0,0,0,0,0
478,L52269,L,298.88,311.25,1648,31.4,73,0,0,0,0,0,0
479,H89781,H,299.97,308.45,1272,33.58,202,1,0,1,0,0,0
480,L16457,L,299.46,310.08,1847,27.96,113,0,0,0,0,0,0
481,M16749,M,297.02,306.75,1489,27.66,230,1,1,0,0,0,0
482,M43064,M,299.2,308.41,1660,38.18,136,0,0,0,0,0,0
483,L19821,L,299.8,309.37,1665,27.76,12,0,0,0,0,0,0
484,M88655,M,298.74,309.82,1168,31.92,184,0,0,0,0,0,0
485,L17664,L,301.37,312.48,1417,47.95,233,1,0,0,0,1,0
486,H39281,H,301.84,314.0,1686,39.73,81,0,0,0,0,0,0
487,L41821,L,299.84,310.55,1546,34.0,110,0,0,0,0,0,0
488,L34647,L,300.46,309.4,1659,40.61,56,0,0,0,0,0,0
489,H79918,H,295.68,306.14,1552,29.48,164,0,0,0,0,0,0
490,M91985,M,299.16,308.47,1756,29.59,174,0,0,0,0,0,0
491,L92799,L,302.01,311.5,1556,40.58,10,0,0,0,0,0,0
492,M84944,M,299.15,310.43,1791,40.25,155,0,0,0,0,0,0
493,L99142,L,298.53,309.42,1359,38.14,5,0,0,0,0,0,0
494,L37603,L,304.5,314.0,1512,32.25,160,0,0,0,0,0,0
495,L56458,L,303.64,313.98,1428,49.97,141,0,0,0,0,0,0
496,L80605,L,300.94,312.43,1605,41.17,174,0,0,0,0,0,0
497,L29623,L,302.28,312.56,1485,40.02,28,0,0,0,0,0,0
498,L54440,L,295.55,307.36,1494,49.69,102,0,0,0,0,0,0
499,H92427,H,298.42,309.47,1408,60.49,142,0,0,0,0,0,0
500,H17704,H,299.06,309.55,1452,43.07,239,0,0,0,0,0,0
501,M37460,M,299.53,310.44,1533,31.86,183,0,0,0,0,0,0
502,L93045,L,299.02,309.7,1171,55.0,68,0,0,0,0,0,0
503,L92805,L,295.0,307.3,1168,39.0,85,0,0,0,0,0,0
504,M83511,M,300.77,311.72,1546,48.58,243,0,0,0,0,0,0
505,M16565,M,301.09,311.79,1168,40.45,158,0,0,0,0,0,0
506,L98003,L,303.2,313.67,1500,36.35,18,0,0,0,0,0,0
507,H14870,H,298.42,309.97,1467,30.87,242,0,0,0,0,0,0
508,M28909,M,298.26,309.67,1633,36.69,145,0,0,0,0,0,0
509,H19117,H,295.0,305.43,1414,42.72,185,0,0,0,0,0,0
510,M77474,M,299.41,308.96,1818,37.38,197,0,0,0,0,0,0
511,M54322,M,301.8,311.6,1688,34.97,200,0,0,0,0,0,0
512,L30128,L,298.78,309.29,1263,45.9,29,0,0,0,0,0,0
513,H79001,H,304.29,314.0,1484,33.07,222,1,1,0,0,0,0
514,M10440,M,299.49,309.94,1810,29.39,162,0,0,0,0,0,0
515,L70955,L,300.29,310.4,1409,26.5,16,0,0,0,0,0,0
516,L59613,L,297.27,306.21,1525,50.65,233,1,0,0,0,1,0
517,L80949,L,300.57,312.79,1788,31.29,143,0,0,0,0,0,0
518,M21663,M,296.04,307.31,1438,56.2,224,1,0,0,0,1,0
519,H29547,H,301.39,312.88,1737,31.98,67,0,0,0,0,0,0
520,L91662,L,301.45,313.11,1371,21.92,222,1,0,0,1,0,0
521,L10005,L,302.72,313.25,1168,43.53,253,1,0,0,0,1,0
522,L17038,L,297.96,308.74,1756,32.6,32,0,0,0,0,0,0
523,H16414,H,300.32,312.51,1614,36.08,249,0,0,0,0,0,0
524,M97659,M,301.13,312.01,1626,41.2,241,0,0,0,0,0,0
525,M79506,M,300.88,312.17,1338,44.67,243,0,0,0,0,0,0
526,L86586,L,298.27,309.84,1353,38.79,35,0,0,0,0,0,0
527,L12606,L,295.22,306.56,1742,25.37,10,0,0,0,0,0,0
528,L26482,L,300.69,311.27,1579,32.6,187,0,0,0,0,0,0
529,L81873,L,299.7,310.36,1514,43.57,119,0,0,0,0,0,0
530,M43948,M,298.87,310.34,1575,44.19,3,0,0,0,0,0,0
531,M99987,M,301.53,313.0,1807,26.37,190,0,0,0,0,0,0
532,H30875,H,299.91,311.78,1665,43.07,242,0,0,0,0,0,0
533,H23057,H,297.36,308.61,1450,45.15,99,0,0,0,0,0,0
534,L42400,L,296.14,307.43,1282,34.77,4,0,0,0,0,0,0
535,M81458,M,297.74,308.0,1641,37.07,191,0,0,0,0,0,0
536,H78607,H,304.5,314.0,1369,45.73,84,0,0,0,0,0,0
537,M97561,M,301.45,312.93,1322,31.8,204,0,0,0,0,0,0
538,L37503,L,300.38,310.5,1772,21.35,131,0,0,0,0,0,0
539,L33765,L,299.64,310.32,1692,37.87,233,0,0,0,0,0,0
540,L56612,L,299.51,311.58,1604,31.66,113,0,0,0,0,0,0
541,H94335,H,302.33,314.0,1312,60.18,34,0,0,0,0,0,0
542,M91748,M,299.02,310.02,1857,44.13,25,0,0,0,0,0,0
543,L19428,L,301.15,311.56,1720,37.24,153,0,0,0,0,0,0
544,M41419,M,299.3,309.88,1480,47.91,18,0,0,0,0,0,0
545,M75195,M,303.88,314.0,1442,29.56,36,0,0,0,0,0,0
546,L83695,L,301.48,312.15,1549,24.67,138,0,0,0,0,0,0
547,L99846,L,302.49,312.63,1449,38.15,65,0,0,0,0,0,0
548,M49142,M,298.83,310.75,1933,20.11,127,0,0,0,0,0,0
549,L81540,L,302.12,313.0,1466,42.1,30,0,0,0,0,0,0
550,M48289,M,299.37,309.5,1343,34.31,145,0,0,0,0,0,0
551,L86948,L,300.22,311.4,1821,32.96,202,0,0,0,0,0,0
552,M68951,M,303.27,314.0,1433,38.26,43,0,0,0,0,0,0
553,L21755,L,297.91,307.61,1677,39.62,15,0,0,0,0,0,0
554,L94553,L,300.41,310.91,1657,37.41,185,0,0,0,0,0,0
555,M13890,M,300.88,311.33,1524,33.79,1,0,0,0,0,0,0
556,L27175,L,301.04,312.19,1360,27.72,58,0,0,0,0,0,0
557,L84727,L,299.1,310.43,1526,39.06,245,0,0,0,0,0,0
558,L75687,L,304.17,314.0,1324,24.42,223,1,1,0,1,0,0
559,M94983,M,297.41,306.62,1531,49.09,119,0,0,0,0,0,0
560,M98287,M,302.92,314.0,1674,38.75,249,0,0,0,0,0,0
561,M34288,M,302.43,312.01,1844,37.61,175,0,0,0,0,0,0
562,L56629,L,303.8,314.0,1339,32.41,239,1,1,0,0,0,0
563,L57800,L,296.82,307.39,1490,41.88,213,1,1,0,0,0,0
564,L47367,L,298.26,309.12,1441,33.15,163,0,0,0,0,0,0
565,L87810,L,302.98,314.0,1584,37.51,7,0,0,0,0,0,0
566,L87754,L,296.25,309.98,1261,34.09,35,0,0,0,0,0,0
567,L99328,L,296.79,305.85,1368,41.01,106,0,0,0,0,0,0
568,L78513,L,299.02,310.71,1230,30.52,24,0,0,0,0,0,0
569,H92762,H,300.38,310.93,1276,43.1,167,0,0,0,0,0,0
570,L39022,L,303.18,314.0,1416,23.83,124,0,0,0,0,0,0
571,L79329,L,299.63,311.29,1836,44.84,235,0,0,0,0,0,0
572,M69414,M,298.78,310.89,1598,37.3,222,0,0,0,0,0,0
573,L11659,L,300.62,311.61,1547,37.1,3,0,0,0,0,0,0
574,M67941,M,300.94,310.75,1777,37.68,230,0,0,0,0,0,0
575,M47930,M,300.88,312.51,1604,24.12,108,0,0,0,0,0,0
576,H53473,H,299.64,310.46,1621,28.45,170,0,0,0,0,0,0
577,L65598,L,296.09,306.56,1450,44.76,201,0,0,0,0,0,0
578,H26040,H,298.16,308.39,1420,41.97,154,0,0,0,0,0,0
579,L79806,L,302.84,314.0,1299,36.17,232,1,1,0,0,0,0
580,L23286,L,300.37,312.68,1427,46.66,165,0,0,0,0,0,0
581,L79139,L,299.35,308.86,1485,41.52,208,0,0,0,0,0,0
582,H65916,H,302.24,313.56,1597,40.41,108,0,0,0,0,0,0
583,L27600,L,297.74,308.07,1528,41.14,165,0,0,0,0,0,0
584,L12291,L,299.55,308.78,1469,32.35,119,0,0,0,0,0,0
585,M23123,M,300.28,311.12,1371,41.0,191,0,0,0,0,0,0
586,L13811,L,299.12,308.98,1607,19.1,216,1,0,0,1,0,0
587,L88883,L,300.2,309.32,1445,34.58,144,0,0,0,0,0,0
588,L41276,L,299.62,309.54,1599,33.64,140,0,0,0,0,0,0
589,L64145,L,297.2,306.87,1191,55.66,84,0,0,0,0,0,0
590,L56619,L,300.36,310.42,1596,40.51,78,0,0,0,0,0,0
591,L91049,L,297.34,306.72,1669,27.87,111,0,0,0,0,0,0
592,M80678,M,300.33,310.64,1647,28.06,116,0,0,0,0,0,0
593,L98782,L,302.75,312.74,1500,50.69,23,0,0,0,0,0,0
594,L36714,L,299.44,310.51,1700,31.23,6,0,0,0,0,0,0
595,M65685,M,297.66,308.95,1306,45.13,191,0,0,0,0,0,0
596,L22194,L,299.75,310.71,1519,45.13,116,0,0,0,0,0,0
597,M83062,M,298.34,308.8,1500,37.43,236,0,0,0,0,0,0
598,L74037,L,301.19,311.63,1722,32.02,62,0,0,0,0,0,0
599,L29362,L,299.7,309.57,1171,45.06,251,1,0,0,0,1,0
600,L64499,L,303.42,313.31,1345,37.19,229,0,0,0,0,0,0
601,L56281,L,302.33,313.73,1850,32.09,231,0,0,0,0,0,0
602,L72813,L,299.69,308.63,1168,26.7,149,1,0,0,1,0,0
603,L54852,L,301.43,312.05,1682,31.0,105,0,0,0,0,0,0
604,L57836,L,299.21,309.59,1409,46.16,180,0,0,0,0,0,0
605,L14595,L,300.07,311.37,1581,40.08,73,0,0,0,0,0,0
606,L25402,L,299.28,308.55,1789,43.31,224,0,0,0,0,0,0
607,L75283,L,301.53,312.25,1588,43.64,11,0,0,0,0,0,0
608,L98131,L,302.87,313.91,1793,35.21,199,0,0,0,0,0,0
609,L52723,L,301.6,310.39,1446,39.9,103,0,0,0,0,0,0
610,M61322,M,301.84,311.47,1470,34.52,124,0,0,0,0,0,0
611,L56764,L,301.85,312.45,1677,38.47,21,0,0,0,0,0,0
612,M34911,M,301.1,312.32,1456,42.54,230,0,0,0,0,0,0
613,M29405,M,297.72,308.6,1643,31.62,166,0,0,0,0,0,0
614,L68122,L,303.4,314.0,1748,25.67,46,0,0,0,0,0,0
615,M99756,M,303.61,313.23,1691,33.43,191,0,0,0,0,0,0
616,H13447,H,299.53,308.64,1251,59.05,43,0,0,0,0,0,0
617,L63143,L,299.26,310.04,1474,39.95,15,0,0,0,0,0,0
618,L72906,L,301.22,310.7,1586,36.39,58,0,0,0,0,0,0
619,M20662,M,301.1,310.94,1491,42.49,239,1,1,0,0,0,0
620,M73001,M,299.6,311.23,1549,41.43,33,0,0,0,0,0,0
621,L68282,L,297.5,308.39,1588,38.32,173,0,0,0,0,0,0
622,L14899,L,300.61,310.74,1440,39.36,207,1,1,0,0,0,0
623,L38582,L,301.1,311.1,1500,33.34,205,1,1,0,0,0,0
624,L77471,L,301.45,312.77,1322,54.21,197,0,0,0,0,0,0
625,M52213,M,300.7,311.61,1449,35.32,54,0,0,0,0,0,0
626,L85871,L,299.46,308.94,1260,63.34,119,0,0,0,0,0,0
627,L93205,L,301.99,310.74,1556,38.24,252,0,0,0,0,0,0
628,M84081,M,300.13,312.71,1500,38.69,113,0,0,0,0,0,0
629,L93805,L,299.07,308.55,1370,49.76,73,0,0,0,0,0,0
630,L47830,L,299.64,310.87,1856,25.82,23,0,0,0,0,0,0
631,M17066,M,296.51,308.72,1491,43.95,154,0,0,0,0,0,0
632,M20712,M,299.64,310.48,1587,37.15,110,0,0,0,0,0,0
633,L91527,L,301.38,311.48,1420,44.49,241,0,0,0,0,0,0
634,L75365,L,300.68,309.95,1460,32.53,200,0,0,0,0,0,0
635,L97185,L,303.04,312.3,1593,29.73,239,1,1,0,0,0,0
636,L40806,L,299.47,310.55,1475,21.05,143,1,0,0,1,0,0
637,L22210,L,300.97,313.13,1536,33.05,129,0,0,0,0,0,0
638,L46972,L,301.59,311.89,1680,29.75,158,0,0,0,0,0,0
639,L44136,L,304.5,314.0,1442,33.11,62,0,0,0,0,0,0
640,L54297,L,300.29,311.69,1295,42.96,46,0,0,0,0,0,0
641,L25945,L,297.91,307.93,1260,46.19,254,1,0,0,0,1,0
642,L52477,L,301.7,312.67,1794,35.93,18,0,0,0,0,0,0
643,L89180,L,303.73,314.0,1703,38.41,55,0,0,0,0,0,0
644,L80453,L,299.35,309.65,1653,40.3,10,0,0,0,0,0,0
645,L95404,L,301.68,312.37,1457,46.15,85,0,0,0,0,0,0
646,M87413,M,302.46,314.0,1295,47.29,220,0,0,0,0,0,0
647,L23224,L,302.03,313.34,1484,39.14,120,0,0,0,0,0,0
648,M13052,M,300.25,312.04,1518,46.51,222,0,0,0,0,0,0
649,M37272,M,298.6,308.38,1331,50.5,135,0,0,0,0,0,0
650,L51150,L,299.84,311.63,1270,28.39,73,0,0,0,0,0,0
651,L27316,L,300.92,312.26,1224,44.8,133,0,0,0,0,0,0
652,L63389,L,301.82,311.02,1653,19.03,158,1,0,0,1,0,0
653,L73332,L,300.67,311.91,1318,23.66,242,1,0,0,1,0,0
654,M17240,M,299.24,309.43,1591,31.44,98,0,0,0,0,0,0
655,L78774,L,301.11,310.26,1463,37.9,49,0,0,0,0,0,0
656,L53175,L,301.72,312.55,1641,31.21,103,0,0,0,0,0,0
657,L10565,L,300.76,312.0,1595,19.97,249,1,0,0,1,0,0
658,L97298,L,298.33,309.18,1493,45.8,28,0,0,0,0,0,0
659,M81094,M,299.64,310.23,1558,30.27,20,0,0,0,0,0,0
660,L26375,L,301.9,312.27,1515,42.44,168,0,0,0,0,0,0
661,L35710,L,297.23,310.4,1424,33.4,68,0,0,0,0,0,0
662,H59895,H,295.81,305.33,1711,29.31,196,0,0,0,0,0,0
663,M86639,M,303.02,314.0,1459,43.53,87,0,0,0,0,0,0
664,L25174,L,301.02,311.74,1519,34.42,78,0,0,0,0,0,0
665,L97329,L,301.21,311.06,1280,46.66,183,0,0,0,0,0,0
666,L37597,L,297.85,308.5,1584,38.67,27,0,0,0,0,0,0
667,L84289,L,301.48,310.78,1425,25.86,161,0,0,0,0,0,0
668,L48397,L,300.55,310.66,1449,44.26,55,0,0,0,0,0,0
669,L81854,L,296.83,307.48,1384,31.7,204,1,1,0,0,0,0
670,L43069,L,302.85,312.0,1513,27.36,182,0,0,0,0,0,0
671,L95687,L,300.32,311.52,1174,39.94,171,0,0,0,0,0,0
672,M50274,M,299.21,308.94,1658,41.6,159,0,0,0,0,0,0
673,L84237,L,299.24,308.49,1528,22.49,123,0,0,0,0,0,0
674,L82498,L,295.97,305.59,1451,45.92,213,0,0,0,0,0,0
675,L48197,L,301.19,314.0,1256,49.48,28,0,0,0,0,0,0
676,H58634,H,300.52,309.25,1613,36.18,2,0,0,0,0,0,0
677,L40041,L,299.61,310.75,1421,42.81,68,0,0,0,0,0,0
678,L17248,L,302.56,312.51,1770,30.02,252,0,0,0,0,0,0
679,H95365,H,297.23,307.58,1623,41.34,241,0,0,0,0,0,0
680,M12203,M,298.81,310.11,1811,28.26,10,0,0,0,0,0,0
681,M61986,M,298.3,309.55,1560,21.81,253,0,0,0,0,0,0
682,L35370,L,299.44,309.46,1729,32.5,175,0,0,0,0,0,0
683,L45247,L,300.13,309.48,1618,42.5,104,0,0,0,0,0,0
684,M85922,M,300.86,312.18,1454,44.26,52,0,0,0,0,0,0
685,H10434,H,299.31,310.56,1569,53.09,55,0,0,0,0,0,0
686,L72982,L,298.25,308.66,1385,38.75,180,0,0,0,0,0,0
687,L75180,L,303.37,314.0,1907,28.83,153,0,0,0,0,0,0
688,L44474,L,304.5,314.0,1517,35.57,136,0,0,0,0,0,0
689,M34644,M,300.29,310.16,1540,29.99,107,0,0,0,0,0,0
690,L48493,L,298.49,309.19,1605,31.47,202,0,0,0,0,0,0
691,L93824,L,302.95,314.0,1339,31.67,192,0,0,0,0,0,0
692,L13959,L,297.11,308.12,1773,13.78,101,1,0,0,1,0,0
693,L57289,L,299.33,310.54,1350,36.27,236,0,0,0,0,0,0
694,L21143,L,298.61,308.55,1310,44.0,55,0,0,0,0,0,0
695,L49593,L,297.68,309.96,1505,44.07,27,0,0,0,0,0,0
696,M49115,M,299.44,309.8,1305,37.59,150,0,0,0,0,0,0
697,L32540,L,298.27,308.85,1816,27.1,158,0,0,0,0,0,0
698,L45481,L,300.03,309.41,1493,48.25,193,0,0,0,0,0,0
699,L87097,L,300.05,310.56,1168,32.73,188,0,0,0,0,0,0
700,L32578,L,298.76,309.99,1571,34.98,81,0,0,0,0,0,0
701,L22787,L,299.26,310.72,1635,43.44,15,0,0,0,0,0,0
702,L82048,L,299.54,311.8,1459,32.31,186,0,0,0,0,0,0
703,L62879,L,301.62,312.84,1291,27.37,233,0,0,0,0,0,0
704,L20596,L,299.7,310.68,1516,53.91,208,1,1,0,0,1,0
705,L70669,L,301.65,311.9,1448,47.47,175,0,0,0,0,0,0
706,H29930,H,301.17,311.21,1359,50.9,16,0,0,0,0,0,0
707,L57950,L,301.14,312.81,1344,41.69,238,0,0,0,0,0,0
708,M28687,M,302.78,314.0,1563,42.53,34,0,0,0,0,0,0
709,L62833,L,297.76,307.38,1698,12.74,94,1,0,0,1,0,0
710,M45989,M,299.05,310.48,1618,31.54,226,0,0,0,0,0,0
711,M40183,M,303.53,314.0,1224,57.9,186,0,0,0,0,0,0
712,L30758,L,299.49,309.07,1646,22.66,215,0,0,0,0,0,0
713,L11082,L,295.0,306.24,1674,31.37,168,0,0,0,0,0,0
714,L55891,L,299.59,309.24,1786,34.65,36,0,0,0,0,0,0
715,L55810,L,300.27,308.54,1364,33.77,112,1,0,1,0,0,0
716,H56901,H,295.0,305.54,1525,37.64,29,0,0,0,0,0,0
717,M93512,M,302.67,313.63,1637,38.37,81,0,0,0,0,0,0
718,H81062,H,298.57,309.16,1440,42.79,218,1,1,0,0,0,0
719,L31563,L,300.66,314.0,1634,31.55,143,0,0,0,0,0,0
720,M82008,M,299.55,310.63,1531,29.67,211,1,1,0,0,0,0
721,H12775,H,297.42,308.27,1383,45.54,104,0,0,0,0,0,0
722,L25828,L,297.86,308.99,1398,44.46,46,0,0,0,0,0,0
723,L27974,L,298.13,308.39,1760,34.92,27,0,0,0,0,0,0
724,M32388,M,302.17,313.8,1356,43.47,148,0,0,0,0,0,0
725,L90591,L,299.7,310.77,1325,46.93,40,0,0,0,0,0,0
726,M28615,M,298.96,309.97,1597,43.74,252,0,0,0,0,0,0
727,L47886,L,298.13,308.21,1529,40.36,44,0,0,0,0,0,0
728,M32838,M,302.39,311.53,1299,45.19,96,0,0,0,0,0,0
729,L50728,L,302.93,313.13,1442,34.51,111,0,0,0,0,0,0
730,L88000,L,302.37,313.35,1388,55.58,200,1,0,0,0,1,0
731,L62798,L,300.98,311.24,1419,29.03,191,0,0,0,0,0,0
732,M82776,M,300.58,311.57,1989,27.34,215,0,0,0,0,0,0
733,M80478,M,297.57,308.04,1481,33.77,140,0,0,0,0,0,0
734,L29622,L,299.51,310.64,1376,22.61,221,1,0,0,1,0,0
735,L23536,L,298.63,308.36,1899,32.84,237,1,1,0,0,0,0
736,M77136,M,296.35,307.24,1695,32.09,170,0,0,0,0,0,0
737,L15700,L,302.11,312.17,1665,34.68,224,1,1,0,0,0,0
738,M48839,M,298.61,307.77,1385,39.52,118,0,0,0,0,0,0
739,L20248,L,302.39,312.93,1749,38.92,109,0,0,0,0,0,0
740,L55291,L,301.76,314.0,1682,41.57,116,0,0,0,0,0,0
741,L92629,L,301.11,310.35,1561,26.59,57,0,0,0,0,0,0
742,L94891,L,301.23,312.05,1226,67.36,215,1,0,0,0,1,0
743,M27177,M,298.77,310.27,1531,35.17,19,0,0,0,0,0,0
744,L29483,L,303.72,314.0,1846,35.59,113,0,0,0,0,0,0
745,L53815,L,300.09,310.29,1575,38.03,190,0,0,0,0,0,0
746,M48533,M,300.6,310.67,1467,40.08,0,0,0,0,0,0,0
747,L10026,L,298.7,308.24,1494,43.69,22,0,0,0,0,0,0
748,L70611,L,298.14,309.98,1506,50.57,32,0,0,0,0,0,0
749,H97242,H,300.95,310.79,1391,49.19,184,0,0,0,0,0,0
750,M34660,M,300.44,310.76,1528,35.23,208,0,0,0,0,0,0
